영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
짱친 친구엄마,두유휘,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-08-04,개봉영화,장편,한국,5,236000,41,0,0,성인물(에로),청소년관람불가,일반영화
낭만여행,박동기,낭만필름,,(주)콘텐츠윙,2023-08-06,개봉영화,장편,한국,1,435000,40,435000,40,코미디,15세이상관람가,일반영화
내 아내가 팔려갔습니다,두유휘,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-06-02,개봉영화,장편,한국,5,192000,32,0,0,성인물(에로),청소년관람불가,일반영화
X같은 상사의 연하 와이프,포스타,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-05-03,개봉영화,장편,한국,5,192000,32,0,0,성인물(에로),청소년관람불가,일반영화
탑,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2022-11-03,개봉영화,장편,한국,57,258000,31,258000,31,드라마,15세이상관람가,독립/예술영화
하얀봄,최진아,한국문화예술위원회,,주식회사 푸른잎커뮤니케이션,2023-07-05,개봉영화,장편,한국,5,297000,30,200000,20,공연,15세이상관람가,일반영화
보이지 않아,천세환,"주식회사 아웃런브라더스픽처스,주식회사 퍼니필름",,(주)무비다이브,2023-04-19,개봉영화,장편,한국,29,208500,27,146500,18,드라마,12세이상관람가,일반영화
거미줄 (악어와 악어새),김문옥,스마일픽쳐스,,스마일픽쳐스,2023-07-06,개봉영화,장편,한국,1,250000,25,250000,25,드라마,15세이상관람가,일반영화
가정부와 비밀 정사,핑마,와이제이스토리,,와이제이스토리,2023-05-31,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
거래처와 여직원 교환 섹스,핑마,와이제이스토리,,와이제이스토리,2023-05-02,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
관음 버라이어티 베이글녀의 사생활,서필벅,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-26,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
남편 상사에게 몸으로 내조하는 아내,핑마,와이제이스토리,,와이제이스토리,2023-05-03,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
내 입에 딱 맞는 조개,박영순,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-15,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
대물에 놀아난 여자,김연희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-04,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
뜨거운 여자들,변기주,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-18,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
마사지 퀵맨,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2023-05-26,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
물이 흥건한 외로운 조개,정순진,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-01,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
부녀회장 아줌마의 아찔한 속살,김연희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-19,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
불쌍해서 넣게 해준 오빠 대물,오덕희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-18,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
섹스는 언제든지 좋아,남근만,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-26,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
섹스로 길들여진 여대생,이헌국,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-08,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
여대생 속살 맛보는 선배님,김춘두,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-25,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
자랑하고 싶은 거유 여친,김선아,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-19,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
잘 세워주는 식모 누나,박응덕,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-11,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
정복당한 누나,조오돈,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-15,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
젖어있는 친구 누나,송성관,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-01,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
죽어도 꼭 한번 넣고 싶은 글래머,김연희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-04,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
처음부터 젖어버린 숫처녀,정하국,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-11,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
친구 대물 맛보는 아내,김광희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-08,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
한 맺힌 처녀의 넘치는 봇물,차은유,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-05-25,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
1대1 밀착 홈트 후 뜨거운 정사,핑마,와이제이스토리,,와이제이스토리,2023-05-30,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
맛있는 외도:몰래 하는 섹스,핑마,와이제이스토리,,와이제이스토리,2023-10-31,개봉영화,장편,한국,1,100000,16,0,0,,청소년관람불가,일반영화
찬란한 나의 복수,임성운,"주식회사 고래픽처스,시금치 픽쳐스",,영화배급협동조합 씨네소파,2023-03-29,개봉영화,장편,한국,59,96800,15,0,0,드라마,15세이상관람가,독립/예술영화
비더원: 비퍼스트 더 무비,"오윤동,김하민",씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,2023-10-11,개봉영화,장편,한국,2,154000,7,154000,7,기타,전체관람가,일반영화
남의 아내 길들이기,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2023-06-09,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
다른 구멍,이타치,파랑새미디어,,(주)영진크리에이티브,2023-05-05,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
마사지사 예라의 끝내주는 손기술:한 번에 두 발,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2023-08-11,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
속 깊은 형수,윤준세,,,(주)영진크리에이티브,2023-10-13,개봉영화,장편,한국,5,25000,5,0,0,멜로/로맨스,청소년관람불가,일반영화
예비형수 맛보기,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2023-07-14,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
자위책방：한 남자 두 여자,전일만,(주)영진크리에이티브,,(주)영진크리에이티브,2023-09-08,개봉영화,장편,한국,5,25000,5,0,0,멜로/로맨스,청소년관람불가,일반영화
거친 섹스의 두 가지 맛,윤수현,이야픽쳐스,,(주)가온콘텐츠,2023-05-04,개봉영화,장편,한국,1,12000,2,0,0,성인물(에로),청소년관람불가,일반영화
거친 섹스의 두 가지 맛 무삭제판,윤수현,이야픽쳐스,,(주)가온콘텐츠,2023-07-26,개봉영화,장편,한국,1,12000,2,0,0,성인물(에로),청소년관람불가,일반영화
그녀의 음란 레슨 무삭제판,윤수현,(주)가온콘텐츠,,(주)가온콘텐츠,2023-07-26,개봉영화,장편,한국,1,12000,2,0,0,성인물(에로),청소년관람불가,일반영화
나는 마을 방과후 교사입니다,"박홍열,황다은",(주)스튜디오그레인풀,,(주)스튜디오그레인풀,2023-01-11,개봉영화,장편,한국,23,4000,2,0,0,다큐멘터리,전체관람가,독립/예술영화
가족같은 그녀들,성이성,(주)담화,,(주)담화,2023-07-14,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
갑질하는 사장과 계약직 여직원,여희주,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-07-13,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
강사녀:강간범을 사냥하는 여자,전일만,(주)영진크리에이티브,,(주)영진크리에이티브,2023-08-04,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
걸레질하는 여직원,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-14,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
검은 상복의 모녀,김태훈,주식회사 피에스앤제이,,주식회사 피에스앤제이,2023-09-27,개봉영화,장편,한국,1,1000,1,0,0,,청소년관람불가,일반영화
결혼을 반대한 형이 아내를 건드렸다,핑마,와이제이스토리,,와이제이스토리,2023-09-26,개봉영화,장편,한국,1,6000,1,0,0,,청소년관람불가,일반영화
계부에 빠진 딸 무삭제,김만석,(주)영화사가을,,(주)영화사가을,2023-05-08,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
골프레슨 특별한 기술,오지인,주식회사 루믹스미디어,,주식회사 루믹스미디어,2023-07-26,개봉영화,장편,한국,1,1000,1,0,0,,청소년관람불가,일반영화
공유 오피스,"한동호,우태영",폭풍의 눈,,주식회사 플릭스코,2023-05-25,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
교환부부의 세계3 ： 그들만의 은밀한 테크닉,,주식회사 루믹스미디어,,주식회사 루믹스미디어,2023-09-15,개봉영화,장편,한국,1,1000,1,0,0,,청소년관람불가,일반영화
구멍 공동체,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2023-06-23,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
구멍 길들이기,윤수현,이야픽쳐스,,(주)가온콘텐츠,2023-06-29,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
구멍 길들이기 무삭제판,윤수현,이야픽쳐스,,(주)가온콘텐츠,2023-08-25,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
구멍가게 어떤 구멍이 좋아?,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2023-08-25,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
국제결혼2,,(주)코빈커뮤니케이션즈,,(주)코빈커뮤니케이션즈,2023-10-17,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
귀신이 싼다 무삭제판,신성진,영드래곤 미디어,,영드래곤 미디어,2023-10-04,개봉영화,장편,한국,1,6000,1,0,0,,청소년관람불가,일반영화
귀여운 얼굴로 변태 짓 하는 여자들,서필벅,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-23,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
그녀가 허락한 섹스,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-15,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
그녀들의 과즙,성이성,(주)담화,,(주)담화,2023-08-11,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
그녀의 비밀스러운 계약,선우용,(주)룬컴퍼니,,(주)룬컴퍼니,2023-10-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
그녀의 음란 레슨,윤수현,(주)가온콘텐츠,,(주)가온콘텐츠,2023-06-01,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
그녀의 조건 배달,윤수현,이야픽쳐스,,(주)가온콘텐츠,2023-05-04,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
그녀의 조건 배달 무삭제판,윤수현,이야픽쳐스,,(주)가온콘텐츠,2023-06-01,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
그녀의 PS파트너,,주식회사 루믹스미디어,,주식회사 루믹스미디어,2023-08-02,개봉영화,장편,한국,1,1000,1,0,0,,청소년관람불가,일반영화
그놈의 떡정,전성기,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2023-07-14,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
그놈의 맛,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2023-06-09,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
기둥서방 내사랑 사위,신쥬쿠 조쎈빠이,(주)코빈커뮤니케이션즈,,(주)코빈커뮤니케이션즈,2023-05-15,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
꽉 채워줄 남자 있나요？,남근만,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-23,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
나만 찾는 우리 형부,김덕,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-06-16,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
남자의 로망 : 2대1 무삭제,이승규,(주)영화사가을,,(주)영화사가을,2023-05-26,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
남자전용 미용실,,주식회사 루믹스미디어,,주식회사 루믹스미디어,2023-09-20,개봉영화,장편,한국,1,1000,1,0,0,,청소년관람불가,일반영화
남친이 군대 간 사이,,주식회사 루믹스미디어,,주식회사 루믹스미디어,2023-09-26,개봉영화,장편,한국,1,1000,1,0,0,,청소년관람불가,일반영화
내 남편을 치료해주세요,리차드 킴,영화사 산들바람,,영화사 산들바람,2023-07-14,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
내 맘대로 맛본 누나,진석구,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-07-06,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
내 물건을 사랑했던 형수님,박준이,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-22,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
내 아내를 임신시켜줘,한동연,폭풍의 눈,,주식회사 플릭스코,2023-05-18,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
내 여자친구의 엄마,용피디,(주)코빈커뮤니케이션즈,,(주)코빈커뮤니케이션즈,2023-05-02,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
내 여친 속살에 흥분한 친구 놈,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-10-19,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
내 친구의 아내 2022 무삭제,지아민,(주)영화사가을,,(주)영화사가을,2023-06-03,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
누구나 그럴싸한 계획은 있다,이시영,영화사 산들바람,,영화사 산들바람,2023-09-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
누나와 공유한 섹스,박준이,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-29,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
눈앞에서 구경한 여친의 섹스,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-10-13,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
눈앞에서 섹스하는 친구 부부,남지호,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-03,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
뉴페이스 출장 쓰리섬,하은수,영화사 레드카펫,,주식회사 루믹스미디어,2023-05-31,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
달라는 대로 다 주는 가정부,고두성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-07-27,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
달콤한 구멍,성운아,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2023-06-09,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
당돌한 며느리 ： 아버님 저 좀 채워주세요,최홍준,(주)영화사가을,,(주)영화사가을,2023-07-08,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
대물선배와 쓰리섬,김수영,영화사 레드카펫,,주식회사 루믹스미디어,2023-05-04,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
대물에 열린 그녀들,핑마,와이제이스토리,,와이제이스토리,2023-07-12,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
더 강한 자극을 원해,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-24,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
돌려먹는 남사친,유수영,영화사 레드카펫,,주식회사 루믹스미디어,2023-06-28,개봉영화,장편,한국,1,2000,1,0,0,성인물(에로),청소년관람불가,일반영화
동물 왕국,리차드 킴,영화사 산들바람,,영화사 산들바람,2023-06-12,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
동생아내 : 난봉꾼 아주버님,최홍준,(주)영화사가을,,(주)영화사가을,2023-07-21,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
드디어 벌어진 순결,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-31,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
레깅스 마니아,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2023-07-13,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
레드 파라다이스,이시영,(주)룬컴퍼니,,(주)룬컴퍼니,2023-10-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
마구 길들여준 거유녀,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-28,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
막무가내로 내려찍는 육덕 엉덩이,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-28,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
매혹적인 아인의 황홀한 섹스,천성준,에이원 미디어,,에이원 미디어,2023-06-23,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
메타 섹스 무삭제판,신성진,영드래곤 미디어,,영드래곤 미디어,2023-08-02,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
며느리와 시아버지 그리고 사위와 장모,핑마,와이제이스토리,,와이제이스토리,2023-07-13,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
목욕하다 봇물 터진 사모님,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-22,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
몰래 삽입한 그녀,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-10-19,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
문란한 며느리,신쥬쿠 조쎈빠이,(주)코빈커뮤니케이션즈,,(주)코빈커뮤니케이션즈,2023-06-20,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
미쳐버린 섹스,진석구,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-29,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
바람난 며느리 ： 섹스에 환장한 시아버지,최홍준,(주)영화사가을,,(주)영화사가을,2023-08-05,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
발정난 녀석들：5가지 맛,전일만,(주)영진크리에이티브,,(주)영진크리에이티브,2023-09-01,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
발정난 외로운 사돈과 첫 섹스,핑마,와이제이스토리,,와이제이스토리,2023-07-06,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
배달 마사지 3,유수영,영화사 레드카펫,,주식회사 루믹스미디어,2023-07-19,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
벌려준 누나들,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-09-14,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
봇물 터지고 난리 난 그녀,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-17,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
부장 부부와 강제 스와핑,핑마,와이제이스토리,,와이제이스토리,2023-08-01,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
불륜 남편의 아내,김오월,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-10,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
비밀 : 나쁜 관계,박인우,(주)영화사가을,,(주)영화사가을,2023-05-06,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
비밀 : 나쁜 관계 무삭제,박인우,(주)영화사가을,,(주)영화사가을,2023-10-17,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
사먹는 세자매,,주식회사 루믹스미디어,,주식회사 루믹스미디어,2023-09-07,개봉영화,장편,한국,1,1000,1,0,0,,청소년관람불가,일반영화
사모님 빨아먹는 장과장,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2023-09-14,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
사무적인 관계,,주식회사 플릭스코,,주식회사 플릭스코,2023-09-13,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
사장님 방에서 나온 내 아내,,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-09-15,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
사촌 오빠의 대물,소시민,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-22,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
새언니의 걸레질,성이성,(주)담화,,(주)담화,2023-06-23,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
색녀가 된 시누이와 올케,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2023-08-17,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
성욕이 끓어오른 40대 유부녀,김은구,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-07-27,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
섹스 재활센터,김대성,(주)로드하우스,,(주)로드하우스,2023-06-07,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
섹스 테라피스트,김대성,(주)로드하우스,,노바엔터테인먼트,2023-08-01,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
섹스를 너무 좋아하는 그녀,이만억,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-07-13,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
손기술이 죽여줘 10초 컷!,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2023-10-23,개봉영화,장편,한국,1,6000,1,0,0,멜로/로맨스,청소년관람불가,일반영화
수리기사 : 여자도 고쳐요 무삭제,김만석,(주)영화사가을,,(주)영화사가을,2023-06-05,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
수치심 없는 음탕 아줌마,남근만,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-06-23,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
순진한 베이글녀들,서필벅,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-08-11,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
술 취한 남자에게 넘어간 30대 육덕녀,서필벅,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-07-21,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
술 취한 여과장을 맛보는 신입사원,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-07-06,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
술집에서 몰래 하는 사이,핑마,와이제이스토리,,와이제이스토리,2023-09-13,개봉영화,장편,한국,1,6000,1,0,0,,청소년관람불가,일반영화
스와핑 ： 친구의 아내 4,최홍준,(주)영화사가을,,(주)영화사가을,2023-07-28,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
스와핑 스튜디오 무삭제판,이상수,영드래곤 미디어,,영드래곤 미디어,2023-08-24,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
스와핑 : 나쁜처제,민정현,(주)영화사가을,,(주)영화사가을,2023-08-03,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
스와핑 : 엄마와 딸 무삭제,한만규,(주)영화사가을,,(주)영화사가을,2023-05-29,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
스와핑 : 2대1 무삭제,조희운,(주)영화사가을,,(주)영화사가을,2023-06-19,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
슬기로운부부의성생활-무삭제,김레이,스마일컨텐츠,,스마일컨텐츠,2023-05-31,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
신입 여직원의 맛,핑마,와이제이스토리,,와이제이스토리,2023-08-02,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
쓰리썸 ： 내 아내의 친구,민정현,(주)영화사가을,,(주)영화사가을,2023-07-15,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
